there	EX
rep	NN
from	IN
this	DT
one	CD
,	,
so	IN
i	PRP
changed	VBD
the	DT
second	JJ
example	NN
snippet	NN
.	.
salt	NN
does	VBZ
not	RB
need	VB
to	TO
be	VB
secret.stackoverflow.com/questions/3347035/x	C
salts	NNS
are	VBP
implemented	VBN
to	TO
prevent	VB
rainbow	NN
table	NN
attacks	NNS
.	.
a	DT
rainbow	NN
table	NN
is	VBZ
a	DT
list	NN
of	IN
pre-calculated	JJ
hashes	NNS
,	,
which	WDT
makes	VBZ
translating	VBG
a	DT
hash	NN
into	IN
it	PRP
's	VBZ
phrase	NN
much	RB
more	RBR
simple	JJ
.	.
you	PRP
need	VBP
to	TO
understand	VB
that	IN
salting	NN
is	VBZ
n't	RB
effective	JJ
as	IN
a	DT
modern	JJ
prevention	NN
to	TO
cracking	VBG
a	DT
password	NN
unless	IN
we	PRP
have	VBP
a	DT
modern	JJ
hashing	NN
algo	NN
.	.
so	RB
lets	VBZ
say	VB
we	PRP
're	VBP
working	VBG
with	IN
sha1	NNP
,	,
taking	VBG
advantage	NN
of	IN
recent	JJ
exploits	VBZ
discovered	VBN
with	IN
this	DT
algo	NN
,	,
and	CC
lets	VBZ
say	VB
we	PRP
have	VBP
a	DT
computer	NN
running	VBG
at	IN
1	CD
,	,
000	CD
,	,
000	CD
hashes	NNS
/	CC
second	NN
,	,
it	PRP
would	MD
take	VB
5	CD
.	SYM
3	CD
million	CD
million	CD
million	CD
years	NNS
to	TO
find	VB
a	DT
collision	NN
,	,
so	RB
yeah	UH
php	NNP
can	MD
work	VB
300	JC
a	JC
second	JC
,	JC
big	JJ
woop	NN
,	,
does	VBZ
n't	RB
really	RB
matter	VB
.	.
the	DT
reason	NN
we	PRP
salt	NN
is	VBZ
because	IN
if	IN
someone	NN
did	VBD
bother	VB
to	TO
generate	VB
all	DT
common	JJ
dictionary	NN
phrases	NNS
,	,
(	-LRB-
2	CD
^	SYM
160	ER
people	NNS
,	,
welcome	VB
to	TO
2007	CD
era	NN
exploits	VBZ
)	-RRB-
.	.
so	RB
here	RB
's	VBZ
an	DT
actual	JJ
database	NN
,	,
with	IN
2	CD
users	NNS
i	PRP
use	VBP
for	IN
testing	NN
and	CC
admin	NN
purposes	NNS
.	.
registrationtime	RB
username	NN
userpass	NNS
1280185359	C
.	.
3655	CD
9	CD
1	CD
briang	NN
a50b63e	CD
9	JC
27b3aebfc20cd7	JC
8	JC
3e0fc5321b0e5e	JC
8	JC
b5	JC
12	JC
8	JC
1546174	JC
.	JC
065087test5872548f2abfef8cb729cac14bc979462798	JC
d023	JC
in	JC
fact	NN
,	,
the	DT
salting	NN
scheme	NN
is	VBZ
your	PRP$
sha1	NNP
(	-LRB-
registration	NN
time	NN
+	CC
user	NN
name	NN
)	-RRB-
.	.
go	VB
ahead	RB
,	,
tell	VB
me	PRP
my	PRP$
password	NN
,	,
these	DT
are	VBP
real	JJ
passwords	NNS
in	IN
production	NN
.	.
you	PRP
can	MD
even	RB
sit	VB
there	EX
and	CC
hash	NN
out	RP
a	DT
word	NN
list	NN
in	IN
php	NNP
.	.
go	VB
wild	JJ
.	.
i	PRP
'm	VBP
not	RB
crazy	JJ
,	,
i	PRP
just	RB
know	VBP
that	IN
this	DT
is	VBZ
secure	JJ
.	.
for	IN
fun	NN
sake	NN
,	,
test	NN
's	POS
password	NN
is	VBZ
test	C
.	C
sha1	C
(	C
sha1	C
(	C
1281546174.065087	C
+	C
test	C
)	C
+	C
test	C
)	C
=	C
5872548f2abfef8cb729cac14bc979462798	C
d023	C
you	PRP
would	MD
need	VB
to	TO
generate	VB
an	DT
entire	JJ
rainbow	NN
table	NN
perpended	VBN
with	IN
27662aee8eee1cb5ab4917b09bdba31d09	C
1ab732	C
for	IN
just	RB
this	DT
user	NN
.	.
that	DT
means	VBZ
i	PRP
can	MD
actually	RB
allow	VB
my	PRP$
passwords	NNS
to	TO
not	RB
all	DT
be	VB
compromised	VBN
by	IN
a	DT
single	JJ
rainbow	NN
table	NN
,	,
the	DT
hacker	NN
needs	VBZ
to	TO
generate	VB
an	DT
entire	JJ
rainbow	NN
table	NN
for	IN
27662aee8eee1cb5ab4917b09bdba31d09	CD
1ab732	CD
for	IN
test	NN
,	,
and	CC
again	RB
f3f7735311217529f2e020468	URI
004a2aa5b3dee7f	URI
for	IN
briang	NN
.	.
think	VB
back	RB
to	TO
the	DT
5	C
.	C
3	C
million	CD
million	CD
million	CD
years	NNS
for	IN
all	DT
hashes	NNS
.	.
think	VB
of	IN
the	DT
size	NN
of	IN
storing	VBG
just	RB
the	DT
2^80	CD
hashes	NNS
(	-LRB-
that	DT
's	VBZ
well	RB
over	IN
20	CD
yottabytes	NNS
)	-RRB-
,	,
it	PRP
's	VBZ
not	RB
going	VBG
to	TO
happen	VB
.	.
do	VBP
n't	RB
confuse	VB
salting	NN
as	IN
a	DT
means	NN
of	IN
making	VBG
a	DT
hash	NN
something	NN
you	PRP
ca	MD
n't	RB
ever	RB
decode	CCM
,	CCM
it	CCM
's	CCM
a	CCM
means	VBZ
of	IN
preventing	VBG
a	DT
rainbow	NN
table	NN
from	IN
translating	VBG
all	DT
your	PRP$
user	NN
passwords	NNS
.	.
it	PRP
's	VBZ
imposable	JJ
at	IN
this	DT
level	NN
of	IN
technology	NN
.	.
put	VB
your	PRP$
money	NN
where	WRB
your	PRP$
mouth	NN
is	VBZ
?	.
yes	UH
,	,
salting	VBG
does	VBZ
n't	RB
prevent	VB
you	PRP
from	IN
being	VBG
able	JJ
to	TO
brute	JJ
force	NN
that	IN
password	NN
.	.
it	PRP
makes	VBZ
it	PRP
harder	RBR
for	IN
you	PRP
to	TO
generate	VB
the	DT
(	-LRB-
(	-LRB-
10^5	CD
)	-RRB-
*	SYM
(	-LRB-
94	ER
^	SYM
10	CD
)	-RRB-
)	-RRB-
=	SYM
10	CD
^	SYM
24	CD
if	IN
users	NNS
have	VBP
around	IN
10-character	CD
passwords	NNS
,	,
which	WDT
is	VBZ
much	RB
harder	JJR
than	IN
the	DT
10^19	CD
without	IN
hashes	NNS
.	.
again	RB
,	,
it	PRP
's	VBZ
not	RB
to	TO
make	VB
breaking	VBG
one	CD
password	NN
hard	RB
,	,
it	PRP
's	VBZ
to	TO
make	VB
breaking	VBG
all	PDT
the	DT
passwords	NNS
unfeasible	JJ
with	IN
a	DT
pre-processed	JJ
rainbow	NN
table	NN
.	.
(	-LRB-
and	CC
check	VB
my	PRP$
math	NN
here	RB
,	,
but	CC
i	PRP
believe	VBP
10	CD
^	SYM
25	CD
/	CC
2300000000	CD
/	CC
60	ER
/	ER
60	ER
/	ER
24	ER
/	ER
365	ER
/	ER
1000	CD
=	SYM
137869	CD
~	SYM
milinea	NN
for	IN
everyone	NN
's	POS
password	NN
)	-RRB-
.	.
if	IN
we	PRP
want	VBP
stronger	JJR
passwords	NNS
we	PRP
do	VBP
n't	RB
salt	NN
them	PRP
,	,
we	PRP
use	VBP
things	NNS
like	IN
diffie	C
x	C
hellman	C
key	C
exchange	C
.	.
breaking	VBG
4-character	CD
passwords	NNS
is	VBZ
nothing	NN
new	JJ
.	.
salting	NN
does	VBZ
n't	RB
make	VB
them	PRP
harder	JJR
to	TO
crack	VB
,	,
it	PRP
makes	VBZ
the	DT
database	NN
harder	JJR
to	TO
crack	VB
.	.
to	TO
be	VB
fair	JJ
,	,
i	PRP
've	VBP
actually	RB
learnt	VBN
more	RBR
,	,
and	CC
standard	JJ
pkcs	NNP
#	SYM
5	CD
section	NN
4.2	CD
says	VBZ
i	PRP
should	MD
have	VB
run	VBN
at	IN
least	JJS
1000	CD
iterations	NNS
of	IN
my	PRP$
hash	NN
function	NN
,	,
not	RB
one	CD
.	.
there	EX
's	VBZ
other	JJ
considerations	NNS
i	PRP
neglected	VBD
since	IN
then	RB
also	RB
.	.
docs	ER
.	ER
google	ER
.	ER
com	ER
/x	ER
yes	UH
,	,
except	IN
that	DT
pdo	NN
does	VBZ
n't	RB
use	VB
real	JJ
prepared	JJ
statements	NNS
by	IN
default	NN
;	:
-	--
)	-RRB-
.	.
see	VB
my	PRP$
answer	NN
below	IN
for	IN
a	DT
demonstration	NN
and	CC
explanation	NN
of	IN
an	DT
attack	NN
...	.
the	DT
short	JJ
answer	NN
is	VBZ
no	RB
,	,
pdo	NN
prepares	VBZ
will	MD
not	RB
defend	VB
you	PRP
from	IN
all	DT
possible	JJ
sql	NNP
-	--
injection	NN
attacks	NNS
.	.
for	IN
certain	JJ
obscure	NN
edge	NN
-	:
cases	NNS
.	.
i	PRP
'm	VBP
adapting	VBG
this	DT
answer	NN
to	TO
talk	VB
about	IN
pdo	NN
...	.
the	DT
long	JJ
answer	NN
is	VBZ
n't	RB
so	RB
easy	JJ
.	.
it	PRP
's	VBZ
based	JJ
off	IN
an	DT
attack	NN
demonstrated	VBD
here	RB
.	.
the	DT
attack	NN
so	RB
,	,
let	VB
's	POS
start	VB
off	RP
by	IN
showing	VBG
the	DT
attack	NN
...	F
$	C
pdo	C
-	C
>	C
query	C
(	C
'	C
set	NN
names	NNS
gbk	NNP
'	''
)	-RRB-
;	.
$	C
var	C
=	C
"	C
\	C
xbf	C
\	C
x27	C
or	CC
1=1/*"	C
;	C
$	C
query	C
=	C
'	C
select	C
*	C
from	C
test	C
where	C
name	C
=	C
?	C
limit	C
1	C
'	C
;	C
$	C
stmt	C
=	C
$	C
pdo	C
->prepare	C
(	C
$	C
query	C
)	C
;	C
$	C
stmt	C
->	C
execute	C
(	C
array	C
(	C
$	C
var	C
)	C
)	C
;	C
in	IN
certain	JJ
circumstances	NNS
,	,
that	WDT
will	MD
return	VB
more	JJR
than	IN
1	CD
row	NN
.	.
let	VB
's	PRP
dissect	VB
what	WP
's	VBZ
going	VBG
on	IN
here	RB
:	:
selecting	VBG
a	DT
character	NN
set	VB
$	C
pdo	C
-	C
>	C
query	C
(	C
'	C
set	NN
names	NNS
gbk	NNP
'	''
)	-RRB-
;	.
for	IN
this	DT
attack	NN
to	TO
work	VB
,	,
we	PRP
need	VBP
the	DT
encoding	NN
that	IN
the	DT
server	NN
's	POS
expecting	ER
on	ER
the	ER
connection	ER
both	DT
to	TO
encode	VB
'	``
as	IN
in	IN
ascii	NNP
i.e	NNP
.	.
0x27	CD
and	CC
to	TO
have	VB
some	DT
character	NN
whose	WP$
final	JC
byte	JC
is	VBZ
an	DT
ascii	NNP
\	C
i.e	C
.	C
0x5c	C
.	.
as	IN
it	PRP
turns	VBZ
out	RP
,	,
there	EX
are	VBP
5	CD
such	JJ
encodings	NNS
supported	VBN
in	IN
mysql	NNP
5.6	CD
by	IN
default	NN
:	:
big5	NNP
,	,
cp932	NNP
,	,
gb2312	NNP
,	,
bgk	NNP
and	CC
sjis	NNP
.	.
we	PRP
'	``
ll	MD
select	VB
gbk	NN
here	RB
.	.
now	RB
,	,
it	PRP
's	VBZ
very	RB
important	JJ
to	TO
note	VB
the	DT
use	NN
of	IN
set	VBN
names	NNS
here	RB
.	.
this	DT
sets	VBZ
the	DT
character	NN
set	VBN
on	IN
the	DT
server	NN
.	.
there	EX
is	VBZ
another	DT
way	NN
of	IN
doing	VBG
it	PRP
,	,
but	CC
we	PRP
'll	MD
get	VB
there	EX
soon	RB
enough	RB
.	.
the	DT
payload	NN
the	DT
payload	NN
we	PRP
're	VBP
going	VBG
to	TO
use	VB
for	IN
this	DT
injection	NN
starts	VBZ
with	IN
the	DT
byte	NN
sequence	NN
0xbf27	NN
.	.
in	IN
gbk	NN
,	,
that	DT
's	VBZ
an	DT
invalid	JJ
multibyte	JJ
character	NN
;	:
in	IN
latin1	NNP
,	,
it	PRP
's	VBZ
the	DT
string	NN
x	NN
'	''
.	.
note	VB
that	IN
in	IN
latin1	NNP
and	CC
gbk	NNP
,	,
0x27	CD
on	IN
its	PRP$
own	JJ
is	VBZ
a	DT
literal	JJ
'	``
character	NN
.	.
we	PRP
have	VBP
chosen	VBN
this	DT
payload	NN
because	IN
,	,
if	IN
we	PRP
called	VBN
addslashes	C
(	C
)	C
on	IN
it	PRP
,	,
we	PRP
'd	MD
insert	VB
an	DT
ascii	NNP
\	C
i.e	C
.	C
0x5c	C
,	C
before	IN
the	DT
'	``
character	NN
.	.
so	IN
we	PRP
'd	MD
wind	VB
up	RP
with	IN
0xbf5c27	C
,	,
which	WDT
in	IN
gbk	NN
is	VBZ
a	DT
two	CD
character	NN
sequence	NN
:	:
0xbf5c	CD
followed	VBN
by	IN
0x27	CD
.	.
or	CC
in	IN
other	JJ
words	NNS
,	,
a	DT
valid	JJ
character	NN
followed	VBN
by	IN
an	DT
unescaped	JJ
'	''
.	.
but	CC
we	PRP
're	VBP
not	RB
using	VBG
addslashes	C
(	C
)	C
.	.
so	RB
on	IN
to	TO
the	DT
next	JJ
step	NN
...	F
$	C
stmt	C
->	C
execute	C
(	C
)	C
the	DT
important	JJ
thing	NN
to	TO
realise	VB
here	RB
is	VBZ
that	IN
pdo	NN
by	IN
default	NN
does	VBZ
not	RB
do	VB
true	JJ
prepared	JJ
statements	NNS
.	.
it	PRP
emulates	VBZ
them	PRP
(	-LRB-
for	IN
mysql	NNP
)	-RRB-
.	.
therefore	RB
,	,
pdo	NN
internally	RB
builds	VBZ
the	DT
query	NN
string	NN
,	,
calling	VBG
mysql_real_escape_string	C
(	C
)	C
(	C
the	DT
mysql	NNP
c	NNP
api	NN
function	NN
)	-RRB-
on	IN
each	DT
bound	VBN
string	NN
value	NN
.	.
the	DT
c	NNP
api	NN
call	NN
to	TO
mysql_real_escape_string	C
(	C
)	C
differs	VBZ
from	IN
addslashes	C
(	C
)	C
in	IN
that	DT
it	PRP
knows	VBZ
the	DT
connection	NN
character	NN
set	NN
.	.
so	IN
it	PRP
can	MD
perform	VB
the	DT
escaping	NN
properly	RB
for	IN
the	DT
character	NN
set	VBN
that	IN
the	DT
server	NN
is	VBZ
expecting	ER
.	.
however	RB
,	,
up	RP
to	TO
this	DT
point	NN
,	,
the	DT
client	NN
thinks	NNS
that	IN
we	PRP
're	VBP
still	RB
using	VBG
latin1	NNP
for	IN
the	DT
connection	NN
,	,
because	IN
we	PRP
never	RB
told	VBD
it	PRP
otherwise	RB
.	.
we	PRP
did	VBD
tell	VB
the	DT
server	NN
we	PRP
're	VBP
using	VBG
gbk	NN
,	,
but	CC
the	DT
client	NN
still	RB
thinks	VBZ
it	PRP
's	VBZ
latin1	NN
.	.
therefore	RB
the	DT
call	NN
to	TO
mysql_real_escape_string	C
(	C
)	C
inserts	NNS
the	DT
backslash	NN
,	,
and	CC
we	PRP
have	VBP
a	DT
free	JJ
hanging	NN
'	''
character	NN
in	IN
our	PRP$
"	``
escaped	VBN
"	''
content	NN
!	.
in	IN
fact	NN
,	,
if	IN
we	PRP
were	VBD
to	TO
look	VB
at	IN
$	C
var	C
in	IN
the	DT
gbk	NN
character	NN
set	NN
,	,
we	PRP
'd	MD
see	VB
:	:
?	.
'	''
or	CC
1	CD
=	SYM
1	CD
/	CC
*	SYM
which	WDT
is	VBZ
exactly	RB
what	WP
the	DT
attack	NN
requires	VBZ
.	.
the	DT
query	NN
this	DT
part	NN
is	VBZ
just	RB
a	DT
formality	NN
,	,
but	CC
here	RB
's	VBZ
the	DT
rendered	JJ
query	NN
:	:
select	C
*	C
from	C
test	C
where	C
name	C
=	C
'?	C
'	C
or	C
1	C
=	C
1	C
/	C
*	C
'	C
limit	C
1	C
congratulations	NNS
,	,
you	PRP
just	RB
successfully	RB
attacked	VBN
a	DT
program	NN
using	VBG
pdo	NN
prepared	JJ
statements	NNS
...	.
the	DT
simple	JJ
fix	NN
now	RB
,	,
it	PRP
's	VBZ
worth	JJ
noting	NN
that	IN
you	PRP
can	MD
prevent	VB
this	DT
by	IN
disabling	VBG
emulated	VBN
prepared	JJ
statements	NNS
:$pdo-	C
>	C
setattribute	C
(	C
pdo	C
:	C
:	C
attr_emulate_prepares	C
,	C
false	C
)	C
;	C
this	DT
will	MD
usually	RB
result	VB
in	IN
a	DT
true	JJ
prepared	JJ
statement	NN
(	-LRB-
i.e	NN
.	.
the	DT
data	NNS
being	VBG
sent	VBN
over	IN
in	IN
a	DT
separate	JJ
packet	ER
from	ER
the	ER
query	ER
)	ER
.	ER
however	RB
,	,
be	VB
aware	JJ
that	IN
pdo	NN
will	MD
silently	RB
fallback	VB
to	TO
emulating	VBG
statements	NNS
that	WDT
mysql	NNP
ca	MD
n't	RB
prepare	VB
natively	RB
:	:
those	DT
that	IN
it	PRP
can	MD
are	VBP
listed	VBN
in	IN
the	DT
manual	NN
,	,
but	CC
beware	RB
to	TO
select	VB
the	DT
appropriate	JJ
server	NN
version	NN
)	-RRB-
.	.
the	DT
correct	JJ
fix	NN
the	DT
problem	NN
here	RB
is	VBZ
that	IN
we	PRP
did	VBD
n't	RB
call	VB
the	DT
c	NNP
api	NN
'smysql_set	NN
_	--
charset	C
(	C
)	C
instead	RB
of	IN
set	NN
names	NNS
.	.
if	IN
we	PRP
did	VBD
,	,
we	PRP
'd	MD
be	VB
fine	JJ
provided	VBN
we	PRP
are	VBP
using	VBG
a	DT
mysql	NNP
release	NN
since	IN
2006	CD
.	.
if	IN
you	PRP
're	VBP
using	VBG
an	DT
earlier	JJR
mysql	NNP
release	NN
,	,
then	RB
a	DT
bug	NN
in	IN
mysql_real_escape_string	C
(	C
)	C
meant	VBN
that	IN
invalid	JJ
multibyte	JJ
characters	NNS
such	JJ
as	IN
those	DT
in	IN
our	PRP$
payload	NN
were	VBD
treated	VBN
as	IN
single	JJ
bytes	NNS
for	IN
escaping	VBG
purposes	NNS
even	RB
if	IN
the	DT
client	NN
had	VBD
been	VBN
correctly	RB
informed	VBN
of	IN
the	DT
connection	NN
encoding	NN
and	CC
so	IN
this	DT
attack	NN
would	MD
still	RB
succeed	VB
.	.
the	DT
bug	NN
was	VBD
fixed	VBN
in	IN
mysql	NNP
4.1.20	CD
,	,
5	CD
.	SYM
0	JC
.	JC
22	JC
and	JC
5	JC
.	JC
1	JC
.	JC
11	JC
.	.
but	CC
the	DT
worst	JJS
part	NN
is	VBZ
that	IN
pdo	NN
did	VBD
n't	RB
expose	VB
the	DT
c	NN
api	NN
for	IN
mysql_set	C
_	C
charset	C
(	C
)	C
until	IN
5.3.6	CD
,	,
so	RB
in	IN
prior	NN
versions	NNS
it	PRP
can	MD
not	RB
prevent	VB
this	DT
attack	NN
for	IN
every	DT
possible	JJ
command	NN
!	.
it	PRP
's	VBZ
now	RB
exposed	VBN
as	IN
a	DT
dsn	NNP
parameter	NN
,	,
which	WDT
should	MD
be	VB
used	VBN
instead	RB
of	IN
set	VBN
names	NNS
...	.
the	DT
saving	VBG
grace	NN
as	IN
we	PRP
said	VBD
at	IN
the	DT
outset	NN
,	,
for	IN
this	DT
attack	NN
to	TO
work	VB
the	DT
database	NN
connection	NN
must	MD
be	VB
encoded	VBN
using	VBG
a	DT
vulnerable	JJ
character	NN
set	NN
.	.
utf	NNP
8	CD
mb4	NNP
is	VBZ
not	RB
vulnerable	JJ
and	CC
yet	RB
can	MD
support	VB
every	DT
unicode	NNP
character	NN
:	:
so	IN
you	PRP
could	MD
elect	VB
to	TO
use	VB
that	DT
instead	RB
x	--
but	CC
it	PRP
has	VBZ
only	RB
been	VBN
available	JJ
since	IN
mysql	NNP
5.5	CD
.	SYM
3	CD
.	.
an	DT
alternative	NN
is	VBZ
utf	NNP
8	CD
,	,
which	WDT
is	VBZ
also	RB
not	RB
vulnerable	JJ
and	CC
can	MD
support	VB
the	DT
whole	NN
of	IN
the	DT
unicode	NNP
basic	C
multilingual	JJ
plane	NN
.	.
alternatively	RB
,	,
you	PRP
can	MD
enable	VB
the	DT
no_backslash	C
_	C
escapes	VBZ
sql	NNP
mode	NN
,	,
which	WDT
(	-LRB-
amongst	IN
other	JJ
things	NNS
)	-RRB-
alters	VBZ
the	DT
operation	NN
of	IN
mysql_real_escape_string	C
(	C
)	C
.	.
with	IN
this	DT
mode	NN
enabled	VBD
,	,
0x27	CD
will	MD
be	VB
replaced	VBN
with	IN
0x2727	JJ
rather	RB
than	IN
0x5c27	C
and	CC
thus	RB
the	DT
escaping	VBG
process	NN
can	MD
not	RB
create	VB
valid	JJ
characters	NNS
in	IN
any	DT
of	IN
the	DT
vulnerable	JJ
encodings	NNS
where	WRB
they	PRP
did	VBD
not	RB
exist	VB
previously	RB
(	-LRB-
i.e	JC
.	JC
0xbf27	JC
is	VBZ
still	RB
0xbf27	JJ
etc	FW
.	.
)	-RRB-
x	--
so	IN
the	DT
server	NN
will	MD
still	RB
reject	VB
the	DT
string	NN
as	IN
invalid	JJ
.	.
however	RB
,	,
see	VB
@	JC
eggyal	JC
's	VBZ
answer	NN
for	IN
a	DT
different	JJ
vulnerability	NN
that	WDT
can	MD
arise	VB
from	IN
using	VBG
this	DT
sql	NNP
mode	NN
(	-LRB-
albeit	RB
not	RB
with	IN
pdo	NN
)	-RRB-
.	.
safe	JJ
examples	NNS
the	DT
following	JJ
examples	NNS
are	VBP
safe	JJ
:	:
mysql_query	C
(	C
'setnamesutf8'	C
)	C
;	C
$	C
var	C
=	C
mysql_real_escape	C
_	C
string	C
(	C
"\xbf	C
\	C
x27	C
or	C
1=1/*"	C
)	C
;	C
mysql_query	C
(	C
"	C
select	C
*	C
from	C
test	C
where	C
name	C
=	C
'$var'limit1"	C
)	C
;	C
because	IN
the	DT
server	NN
's	POS
expecting	ER
utf	NNP
8..	CD
.	.
mysql_set	C
_	C
charset	C
(	C
'gbk'	C
)	C
;	C
$	C
var	C
=	C
mysql_real_escape	C
_	C
string	C
(	C
"\xbf	C
\	C
x27	C
or	C
1=1/*"	C
)	C
;	C
mysql_query	C
(	C
"	C
select	C
*	C
from	C
test	C
where	C
name	C
=	C
'$var'limit1"	C
)	C
;	C
because	IN
we	PRP
've	VBP
properly	RB
set	VB
the	DT
character	NN
set	VBN
so	IN
the	DT
client	NN
and	CC
the	DT
server	NN
match	C
.	.
$	C
pdo	C
-	C
>	C
setattribute	C
(	C
pdo	C
:	C
:	C
attr_emulate_prepares	C
,	C
false	C
)	C
;	C
$	C
pdo	C
-	C
>	C
query	C
(	C
'	C
set	NN
names	NNS
gbk	NNP
'	''
)	-RRB-
;	.
$	C
stmt	C
=	C
$	C
pdo	C
->	C
prepare	C
(	C
'	C
select	C
*	C
from	C
test	C
where	C
name	C
=	C
?	C
limit	C
1	C
'	C
)	C
;	C
$	C
stmt	C
->	C
execute	C
(	C
array	C
(	C
"\xbf	C
\	C
x27	C
or	C
1	C
=	C
1/*"	C
)	C
)	C
;	C
because	IN
we	PRP
've	VBP
turned	VBN
off	RP
emulated	VBN
prepared	JJ
statements	NNS
.	.
$	C
pdo	C
=	C
new	C
pdo	C
(	C
'	C
mysql	C
:	C
host	C
=	C
localhost	C
;	C
dbname	C
=	C
testdb	C
;	C
charset	C
=	C
gbk	C
'	C
,	C
$	C
user	C
,	C
$	C
password	C
)	C
;	C
$	C
stmt	C
=	C
$	C
pdo	C
->	C
prepare	C
(	C
'	C
select	C
*	C
from	C
test	C
where	C
name	C
=	C
?	C
limit	C
1	C
'	C
)	C
;	C
$	C
stmt	C
->	C
execute	C
(	C
array	C
(	C
"\xbf	C
\	C
x27	C
or	C
1	C
=	C
1/*"	C
)	C
)	C
;	C
because	IN
we	PRP
've	VBP
set	VBN
the	DT
character	NN
set	VBN
properly	RB
.$mysqli-	C
>	C
query	C
(	C
'	C
set	NN
names	NNS
gbk	NNP
'	''
)	-RRB-
;	.
$	C
stmt	C
=	C
$	C
mysqli	C
->	C
prepare	C
(	C
'	C
select	C
*	C
from	C
test	C
where	C
name	C
=?limit1'	C
)	C
;	C
$	C
param	CCM
=	CCM
"	CCM
\	C
xbf	C
\	C
x27	C
or	CC
1=1/*";	C
$	C
stmt	C
->	C
bind	VBP
_	--
param	CCM
(	CCM
's'	C
,	,
$	C
param	CCM
)	CCM
;	CCM
$	C
stmt	C
->	C
execute	C
(	C
)	C
;	C
because	IN
mysqli	NNP
does	VBZ
true	JJ
prepared	JJ
statements	NNS
all	PDT
the	DT
time	NN
.	.
wrapping	VBG
up	RP
if	IN
you	PRP
:	.
use	VB
modern	JJ
versions	NNS
of	IN
mysql	NNP
(	-LRB-
late	ER
5.1	CD
,	,
all	DT
5.5	CD
,	,
5.6	CD
,	,
etc	FW
)	-RRB-
and	CC
pdo	NN
's	POS
dsn	NNP
charset	NN
parameter	NN
(	-LRB-
in	IN
php	NNP
?	.
5	LS
.	SYM
3.6	CD
)	-RRB-
or	CC
do	VBP
n't	RB
use	VB
a	DT
vulnerable	JJ
character	NN
set	NN
for	IN
connection	NN
encoding	NN
(	-LRB-
you	PRP
only	RB
use	VBP
utf	NNP
8	CD
/	CC
latin1	CD
/	CC
ascii	NNP
/	CC
etc	FW
)	-RRB-
or	CC
enable	VB
no_backslash_	NN
escapes	VBZ
sql	NNP
mode	NN
you	PRP
're100	CD
%	SYM
safe	JJ
.	.
otherwise	RB
,	,
you	PRP
're	VBP
vulnerable	JJ
even	RB
though	IN
you	PRP
're	VBP
using	VBG
pdo	NN
prepared	JJ
statements	NNS
...	.
addendum	NN
i	PRP
've	VBP
been	VBN
slowly	RB
working	VBG
on	IN
a	DT
patch	NN
to	TO
change	VB
the	DT
default	NN
to	TO
not	RB
emulate	VB
prepares	NNS
for	IN
a	DT
future	JJ
version	NN
of	IN
php	NNP
.	.
the	DT
problem	NN
that	IN
i	PRP
'm	VBP
running	VBG
into	IN
is	VBZ
that	IN
a	DT
lot	NN
of	IN
tests	NNS
break	VBP
when	WRB
i	PRP
do	VBP
that	DT
.	.
one	CD
problem	NN
is	VBZ
that	IN
emulated	VBN
prepares	NNS
will	MD
only	RB
throw	VB
syntax	NN
errors	NNS
on	IN
execute	C
,	,
but	CC
true	JJ
prepares	NNS
will	MD
throw	VB
errors	NNS
on	IN
prepare	C
.	.
so	IN
that	DT
can	MD
cause	VB
issues	NNS
(	-LRB-
and	CC
is	VBZ
part	NN
of	IN
the	DT
reason	NN
tests	NNS
are	VBP
borking	VBG
)	-RRB-
.	.
@nicogawenda	USR
:	:
that	WDT
was	VBD
a	DT
different	JJ
bug	NN
.	.
prior	JJ
to	TO
5.0.22	CD
,	,
mysql_real_escape_	JJ
string	NN
would	MD
n't	RB
properly	RB
handle	VB
cases	NNS
where	WRB
the	DT
connection	NN
was	VBD
properly	RB
set	VB
to	TO
big5	VB
/	CC
gbk	NN
.	.
so	RB
actually	RB
even	RB
calling	VBG
mysql_set	C
_	C
charset	C
(	C
)	C
on	C
mysql	C
<	C
5.0.22	C
would	MD
be	VB
vulnerable	JJ
to	TO
this	DT
bug	NN
!	.
so	RB
no	RB
,	,
this	DT
post	NN
is	VBZ
still	RB
applicable	JJ
to	TO
5	CD
.	.
0	JC
.	JC
22	JC
(	JC
because	IN
mysql_real_escape_	JC
string	JC
is	VBZ
only	RB
charset	NN
away	RB
to	TO
calls	NNS
from	IN
mysql_	C
set	VB
_	--
charset	C
(	C
)	C
,	,
which	WDT
is	VBZ
what	WP
this	DT
post	NN
is	VBZ
talking	VBG
about	IN
bypassing	VBG
)	-RRB-
...	.
i	PRP
think	VBP
you	PRP
are	VBP
attacking	VBG
it	PRP
from	IN
the	DT
wrong	JJ
angle	NN
by	IN
trying	VBG
to	TO
encode	VB
all	DT
posted	VBN
data	NNS
.	.
note	VB
that	IN
a	DT
"<"	NN
could	MD
also	RB
come	VB
from	IN
other	JJ
outside	JJ
sources	NNS
,	,
like	IN
a	DT
database	NN
field	NN
,	,
a	DT
configuration	NN
,	,
a	DT
file	NN
,	,
a	DT
feed	NN
and	CC
so	RB
on	RB
.	.
furthermore	RB
,	,
"<"	NN
is	VBZ
not	RB
inherently	RB
dangerous	JJ
,	,
its	PRP$
only	JJ
dangerous	JJ
